session_id,step_id,step_name,bank_name,created_at,updated_at,load_created_at
1998,6633,AUTHORIZATION,Barclays,2024-05-07 10:08:05,2024-05-07 10:09:05,2024-05-07 10:10:05
1999,6634,INITIATED_LIGHTBOX,,2023-08-23 00:34:29,2023-08-23 00:39:29,2023-08-23 00:40:29
1999,6635,SELECT_BANK,,2023-08-23 00:38:29,2023-08-23 00:43:29,2023-08-23 00:44:29
1999,6636,LOGIN_ATTEMPT,Deutsche Bank,2023-08-23 00:41:29,2023-08-23 00:42:29,2023-08-23 00:43:29
1999,6637,AUTHORIZATION,Deutsche Bank,2023-08-23 00:44:29,2023-08-23 00:45:29,2023-08-23 00:46:29
2000,6638,INITIATED_LIGHTBOX,,2024-03-17 17:33:35,2024-03-17 17:35:35,2024-03-17 17:36:35
2000,6639,SELECT_BANK,,2024-03-17 17:34:35,2024-03-17 17:38:35,2024-03-17 17:39:35
2000,6640,LOGIN_ATTEMPT,BNP Paribas,2024-03-17 17:36:35,2024-03-17 17:37:35,2024-03-17 17:38:35
2000,6641,AUTHORIZATION,BNP Paribas,2024-03-17 17:41:35,2024-03-17 17:42:35,2024-03-17 17:43:35
2001,6642,INITIATED_LIGHTBOX,,2023-07-15 14:24:10,2023-07-15 14:27:10,2023-07-15 14:28:10
2002,6643,INITIATED_LIGHTBOX,,2024-04-08 02:52:30,2024-04-08 02:57:30,2024-04-08 02:58:30
2002,6644,SELECT_BANK,,2024-04-08 02:57:30,2024-04-08 02:58:30,2024-04-08 02:59:30
2002,6645,LOGIN_ATTEMPT,Bank of America,2024-04-08 03:00:30,2024-04-08 03:05:30,2024-04-08 03:06:30
2002,6646,AUTHORIZATION,Bank of America,2024-04-08 03:05:30,2024-04-08 03:06:30,2024-04-08 03:07:30
2003,6647,INITIATED_LIGHTBOX,,2024-03-10 02:53:19,2024-03-10 02:56:19,2024-03-10 02:57:19
2004,6648,INITIATED_LIGHTBOX,,2024-06-06 18:11:05,2024-06-06 18:14:05,2024-06-06 18:15:05
2004,6649,SELECT_BANK,,2024-06-06 18:15:05,2024-06-06 18:18:05,2024-06-06 18:19:05
2004,6650,LOGIN_ATTEMPT,Deutsche Bank,2024-06-06 18:18:05,2024-06-06 18:20:05,2024-06-06 18:21:05
2004,6651,AUTHORIZATION,Deutsche Bank,2024-06-06 18:23:05,2024-06-06 18:27:05,2024-06-06 18:28:05
2005,6652,INITIATED_LIGHTBOX,,2023-10-24 02:08:08,2023-10-24 02:12:08,2023-10-24 02:13:08
2005,6653,SELECT_BANK,,2023-10-24 02:09:08,2023-10-24 02:14:08,2023-10-24 02:15:08
2005,6654,LOGIN_ATTEMPT,BNP Paribas,2023-10-24 02:11:08,2023-10-24 02:15:08,2023-10-24 02:16:08
2005,6655,AUTHORIZATION,BNP Paribas,2023-10-24 02:14:08,2023-10-24 02:15:08,2023-10-24 02:16:08
2006,6656,INITIATED_LIGHTBOX,,2024-02-01 19:11:46,2024-02-01 19:14:46,2024-02-01 19:15:46
2006,6657,SELECT_BANK,,2024-02-01 19:13:46,2024-02-01 19:16:46,2024-02-01 19:17:46
2006,6658,LOGIN_ATTEMPT,BNP Paribas,2024-02-01 19:16:46,2024-02-01 19:21:46,2024-02-01 19:22:46
2006,6659,AUTHORIZATION,BNP Paribas,2024-02-01 19:21:46,2024-02-01 19:23:46,2024-02-01 19:24:46
2007,6660,INITIATED_LIGHTBOX,,2024-01-18 05:46:23,2024-01-18 05:51:23,2024-01-18 05:52:23
2007,6661,SELECT_BANK,,2024-01-18 05:49:23,2024-01-18 05:52:23,2024-01-18 05:53:23
2007,6662,LOGIN_ATTEMPT,HSBC,2024-01-18 05:51:23,2024-01-18 05:56:23,2024-01-18 05:57:23
2007,6663,AUTHORIZATION,HSBC,2024-01-18 05:54:23,2024-01-18 05:57:23,2024-01-18 05:58:23
2008,6664,INITIATED_LIGHTBOX,,2023-07-08 10:22:49,2023-07-08 10:23:49,2023-07-08 10:24:49
2008,6665,SELECT_BANK,,2023-07-08 10:25:49,2023-07-08 10:28:49,2023-07-08 10:29:49
2008,6666,LOGIN_ATTEMPT,Bank of America,2023-07-08 10:26:49,2023-07-08 10:29:49,2023-07-08 10:30:49
2009,6667,INITIATED_LIGHTBOX,,2023-06-07 11:56:21,2023-06-07 12:00:21,2023-06-07 12:01:21
2009,6668,SELECT_BANK,,2023-06-07 11:58:21,2023-06-07 12:00:21,2023-06-07 12:01:21
2009,6669,LOGIN_ATTEMPT,BNP Paribas,2023-06-07 12:02:21,2023-06-07 12:03:21,2023-06-07 12:04:21
2009,6670,AUTHORIZATION,BNP Paribas,2023-06-07 12:05:21,2023-06-07 12:09:21,2023-06-07 12:10:21
2010,6671,INITIATED_LIGHTBOX,,2023-10-23 16:45:36,2023-10-23 16:50:36,2023-10-23 16:51:36
2010,6672,SELECT_BANK,,2023-10-23 16:49:36,2023-10-23 16:54:36,2023-10-23 16:55:36
2010,6673,LOGIN_ATTEMPT,Barclays,2023-10-23 16:54:36,2023-10-23 16:59:36,2023-10-23 17:00:36
2010,6674,AUTHORIZATION,Barclays,2023-10-23 16:57:36,2023-10-23 16:59:36,2023-10-23 17:00:36
2011,6675,INITIATED_LIGHTBOX,,2024-06-08 20:15:04,2024-06-08 20:19:04,2024-06-08 20:20:04
2011,6676,SELECT_BANK,,2024-06-08 20:18:04,2024-06-08 20:20:04,2024-06-08 20:21:04
2011,6677,LOGIN_ATTEMPT,BNP Paribas,2024-06-08 20:19:04,2024-06-08 20:22:04,2024-06-08 20:23:04
2011,6678,AUTHORIZATION,BNP Paribas,2024-06-08 20:20:04,2024-06-08 20:23:04,2024-06-08 20:24:04
2012,6679,INITIATED_LIGHTBOX,,2023-12-14 18:53:09,2023-12-14 18:54:09,2023-12-14 18:55:09
2012,6680,SELECT_BANK,,2023-12-14 18:55:09,2023-12-14 18:57:09,2023-12-14 18:58:09
2012,6681,LOGIN_ATTEMPT,HSBC,2023-12-14 18:58:09,2023-12-14 19:03:09,2023-12-14 19:04:09
2013,6682,INITIATED_LIGHTBOX,,2023-12-11 11:33:04,2023-12-11 11:35:04,2023-12-11 11:36:04
2013,6683,SELECT_BANK,,2023-12-11 11:37:04,2023-12-11 11:41:04,2023-12-11 11:42:04
2013,6684,LOGIN_ATTEMPT,Deutsche Bank,2023-12-11 11:38:04,2023-12-11 11:42:04,2023-12-11 11:43:04
2013,6685,AUTHORIZATION,Deutsche Bank,2023-12-11 11:39:04,2023-12-11 11:42:04,2023-12-11 11:43:04
2014,6686,INITIATED_LIGHTBOX,,2024-03-30 11:35:15,2024-03-30 11:37:15,2024-03-30 11:38:15
2014,6687,SELECT_BANK,,2024-03-30 11:38:15,2024-03-30 11:40:15,2024-03-30 11:41:15
2014,6688,LOGIN_ATTEMPT,HSBC,2024-03-30 11:40:15,2024-03-30 11:41:15,2024-03-30 11:42:15
2014,6689,AUTHORIZATION,HSBC,2024-03-30 11:44:15,2024-03-30 11:45:15,2024-03-30 11:46:15
2015,6690,INITIATED_LIGHTBOX,,2023-08-10 06:41:02,2023-08-10 06:42:02,2023-08-10 06:43:02
2015,6691,SELECT_BANK,,2023-08-10 06:42:02,2023-08-10 06:45:02,2023-08-10 06:46:02
2016,6692,INITIATED_LIGHTBOX,,2024-06-18 02:47:23,2024-06-18 02:49:23,2024-06-18 02:50:23
2016,6693,SELECT_BANK,,2024-06-18 02:51:23,2024-06-18 02:56:23,2024-06-18 02:57:23
2017,6694,INITIATED_LIGHTBOX,,2023-09-10 21:45:02,2023-09-10 21:47:02,2023-09-10 21:48:02
2017,6695,SELECT_BANK,,2023-09-10 21:49:02,2023-09-10 21:50:02,2023-09-10 21:51:02
2017,6696,LOGIN_ATTEMPT,Barclays,2023-09-10 21:53:02,2023-09-10 21:58:02,2023-09-10 21:59:02
2018,6697,INITIATED_LIGHTBOX,,2023-08-04 06:21:35,2023-08-04 06:26:35,2023-08-04 06:27:35
2018,6698,SELECT_BANK,,2023-08-04 06:25:35,2023-08-04 06:26:35,2023-08-04 06:27:35
2018,6699,LOGIN_ATTEMPT,Bank of America,2023-08-04 06:27:35,2023-08-04 06:32:35,2023-08-04 06:33:35
2018,6700,AUTHORIZATION,Bank of America,2023-08-04 06:31:35,2023-08-04 06:32:35,2023-08-04 06:33:35
2019,6701,INITIATED_LIGHTBOX,,2024-07-13 14:04:31,2024-07-13 14:09:31,2024-07-13 14:10:31
2019,6702,SELECT_BANK,,2024-07-13 14:09:31,2024-07-13 14:14:31,2024-07-13 14:15:31
2019,6703,LOGIN_ATTEMPT,Barclays,2024-07-13 14:10:31,2024-07-13 14:14:31,2024-07-13 14:15:31
2024,6704,INITIATED_LIGHTBOX,,2023-07-17 21:35:44,2023-07-17 21:37:44,2023-07-17 21:38:44
2024,6705,SELECT_BANK,,2023-07-17 21:37:44,2023-07-17 21:41:44,2023-07-17 21:42:44
2024,6706,LOGIN_ATTEMPT,Bank of America,2023-07-17 21:42:44,2023-07-17 21:44:44,2023-07-17 21:45:44
2024,6707,AUTHORIZATION,Bank of America,2023-07-17 21:47:44,2023-07-17 21:51:44,2023-07-17 21:52:44
2025,6708,INITIATED_LIGHTBOX,,2023-11-16 12:04:50,2023-11-16 12:07:50,2023-11-16 12:08:50
2025,6709,SELECT_BANK,,2023-11-16 12:07:50,2023-11-16 12:11:50,2023-11-16 12:12:50
2025,6710,LOGIN_ATTEMPT,Bank of America,2023-11-16 12:08:50,2023-11-16 12:09:50,2023-11-16 12:10:50
2025,6711,AUTHORIZATION,Bank of America,2023-11-16 12:11:50,2023-11-16 12:12:50,2023-11-16 12:13:50
2026,6712,INITIATED_LIGHTBOX,,2024-02-25 05:39:03,2024-02-25 05:40:03,2024-02-25 05:41:03
2026,6713,SELECT_BANK,,2024-02-25 05:44:03,2024-02-25 05:48:03,2024-02-25 05:49:03
2026,6714,LOGIN_ATTEMPT,BNP Paribas,2024-02-25 05:46:03,2024-02-25 05:50:03,2024-02-25 05:51:03
2026,6715,AUTHORIZATION,BNP Paribas,2024-02-25 05:49:03,2024-02-25 05:52:03,2024-02-25 05:53:03
2027,6716,INITIATED_LIGHTBOX,,2023-07-11 23:24:01,2023-07-11 23:26:01,2023-07-11 23:27:01
2027,6717,SELECT_BANK,,2023-07-11 23:25:01,2023-07-11 23:26:01,2023-07-11 23:27:01
2027,6718,LOGIN_ATTEMPT,Deutsche Bank,2023-07-11 23:28:01,2023-07-11 23:31:01,2023-07-11 23:32:01
2027,6719,AUTHORIZATION,Deutsche Bank,2023-07-11 23:33:01,2023-07-11 23:35:01,2023-07-11 23:36:01
2029,6720,INITIATED_LIGHTBOX,,2023-08-11 21:13:16,2023-08-11 21:16:16,2023-08-11 21:17:16
2029,6721,SELECT_BANK,,2023-08-11 21:18:16,2023-08-11 21:19:16,2023-08-11 21:20:16
2029,6722,LOGIN_ATTEMPT,Bank of America,2023-08-11 21:22:16,2023-08-11 21:24:16,2023-08-11 21:25:16
2029,6723,AUTHORIZATION,Bank of America,2023-08-11 21:27:16,2023-08-11 21:30:16,2023-08-11 21:31:16
2030,6724,INITIATED_LIGHTBOX,,2024-01-13 15:30:39,2024-01-13 15:35:39,2024-01-13 15:36:39
2030,6725,SELECT_BANK,,2024-01-13 15:31:39,2024-01-13 15:35:39,2024-01-13 15:36:39
2030,6726,LOGIN_ATTEMPT,Barclays,2024-01-13 15:35:39,2024-01-13 15:39:39,2024-01-13 15:40:39
2030,6727,AUTHORIZATION,Barclays,2024-01-13 15:36:39,2024-01-13 15:37:39,2024-01-13 15:38:39
2032,6728,INITIATED_LIGHTBOX,,2024-07-21 12:29:07,2024-07-21 12:30:07,2024-07-21 12:31:07
2032,6729,SELECT_BANK,,2024-07-21 12:34:07,2024-07-21 12:36:07,2024-07-21 12:37:07
2032,6730,LOGIN_ATTEMPT,Barclays,2024-07-21 12:35:07,2024-07-21 12:37:07,2024-07-21 12:38:07
2032,6731,AUTHORIZATION,Barclays,2024-07-21 12:36:07,2024-07-21 12:40:07,2024-07-21 12:41:07
2033,6732,INITIATED_LIGHTBOX,,2024-04-02 18:29:37,2024-04-02 18:33:37,2024-04-02 18:34:37
2033,6733,SELECT_BANK,,2024-04-02 18:34:37,2024-04-02 18:39:37,2024-04-02 18:40:37
2033,6734,LOGIN_ATTEMPT,Bank of America,2024-04-02 18:35:37,2024-04-02 18:40:37,2024-04-02 18:41:37
2033,6735,AUTHORIZATION,Bank of America,2024-04-02 18:36:37,2024-04-02 18:37:37,2024-04-02 18:38:37
2034,6736,INITIATED_LIGHTBOX,,2024-08-08 18:05:44,2024-08-08 18:07:44,2024-08-08 18:08:44
2034,6737,SELECT_BANK,,2024-08-08 18:09:44,2024-08-08 18:14:44,2024-08-08 18:15:44
2034,6738,LOGIN_ATTEMPT,Bank of America,2024-08-08 18:10:44,2024-08-08 18:12:44,2024-08-08 18:13:44
2035,6739,INITIATED_LIGHTBOX,,2024-01-12 14:21:03,2024-01-12 14:24:03,2024-01-12 14:25:03
2035,6740,SELECT_BANK,,2024-01-12 14:24:03,2024-01-12 14:28:03,2024-01-12 14:29:03
2035,6741,LOGIN_ATTEMPT,Deutsche Bank,2024-01-12 14:29:03,2024-01-12 14:31:03,2024-01-12 14:32:03
2035,6742,AUTHORIZATION,Deutsche Bank,2024-01-12 14:34:03,2024-01-12 14:38:03,2024-01-12 14:39:03
2036,6743,INITIATED_LIGHTBOX,,2023-10-18 11:58:14,2023-10-18 11:59:14,2023-10-18 12:00:14
2036,6744,SELECT_BANK,,2023-10-18 12:02:14,2023-10-18 12:05:14,2023-10-18 12:06:14
2036,6745,LOGIN_ATTEMPT,Barclays,2023-10-18 12:06:14,2023-10-18 12:10:14,2023-10-18 12:11:14
2036,6746,AUTHORIZATION,Barclays,2023-10-18 12:07:14,2023-10-18 12:08:14,2023-10-18 12:09:14
2037,6747,INITIATED_LIGHTBOX,,2023-12-16 14:32:51,2023-12-16 14:34:51,2023-12-16 14:35:51
2037,6748,SELECT_BANK,,2023-12-16 14:37:51,2023-12-16 14:40:51,2023-12-16 14:41:51
2037,6749,LOGIN_ATTEMPT,HSBC,2023-12-16 14:42:51,2023-12-16 14:44:51,2023-12-16 14:45:51
2037,6750,AUTHORIZATION,HSBC,2023-12-16 14:44:51,2023-12-16 14:48:51,2023-12-16 14:49:51
2038,6751,INITIATED_LIGHTBOX,,2024-06-02 02:07:04,2024-06-02 02:11:04,2024-06-02 02:12:04
2038,6752,SELECT_BANK,,2024-06-02 02:11:04,2024-06-02 02:14:04,2024-06-02 02:15:04
2038,6753,LOGIN_ATTEMPT,Bank of America,2024-06-02 02:14:04,2024-06-02 02:19:04,2024-06-02 02:20:04
2038,6754,AUTHORIZATION,Bank of America,2024-06-02 02:16:04,2024-06-02 02:20:04,2024-06-02 02:21:04
2039,6755,INITIATED_LIGHTBOX,,2024-04-26 17:40:14,2024-04-26 17:41:14,2024-04-26 17:42:14
2039,6756,SELECT_BANK,,2024-04-26 17:43:14,2024-04-26 17:47:14,2024-04-26 17:48:14
2039,6757,LOGIN_ATTEMPT,Barclays,2024-04-26 17:46:14,2024-04-26 17:50:14,2024-04-26 17:51:14
2039,6758,AUTHORIZATION,Barclays,2024-04-26 17:49:14,2024-04-26 17:50:14,2024-04-26 17:51:14
2040,6759,INITIATED_LIGHTBOX,,2023-09-20 03:21:38,2023-09-20 03:25:38,2023-09-20 03:26:38
2040,6760,SELECT_BANK,,2023-09-20 03:22:38,2023-09-20 03:25:38,2023-09-20 03:26:38
2040,6761,LOGIN_ATTEMPT,BNP Paribas,2023-09-20 03:27:38,2023-09-20 03:31:38,2023-09-20 03:32:38
2040,6762,AUTHORIZATION,BNP Paribas,2023-09-20 03:29:38,2023-09-20 03:34:38,2023-09-20 03:35:38
2041,6763,INITIATED_LIGHTBOX,,2024-05-29 21:38:19,2024-05-29 21:41:19,2024-05-29 21:42:19
2041,6764,SELECT_BANK,,2024-05-29 21:41:19,2024-05-29 21:42:19,2024-05-29 21:43:19
2041,6765,LOGIN_ATTEMPT,HSBC,2024-05-29 21:42:19,2024-05-29 21:45:19,2024-05-29 21:46:19
2041,6766,AUTHORIZATION,HSBC,2024-05-29 21:47:19,2024-05-29 21:52:19,2024-05-29 21:53:19
2042,6767,INITIATED_LIGHTBOX,,2024-05-04 00:33:07,2024-05-04 00:36:07,2024-05-04 00:37:07
2042,6768,SELECT_BANK,,2024-05-04 00:37:07,2024-05-04 00:40:07,2024-05-04 00:41:07
2042,6769,LOGIN_ATTEMPT,Bank of America,2024-05-04 00:38:07,2024-05-04 00:42:07,2024-05-04 00:43:07
2043,6770,INITIATED_LIGHTBOX,,2024-03-25 15:17:13,2024-03-25 15:18:13,2024-03-25 15:19:13
2043,6771,SELECT_BANK,,2024-03-25 15:18:13,2024-03-25 15:22:13,2024-03-25 15:23:13
2043,6772,LOGIN_ATTEMPT,HSBC,2024-03-25 15:22:13,2024-03-25 15:23:13,2024-03-25 15:24:13
2044,6773,INITIATED_LIGHTBOX,,2023-07-17 09:06:10,2023-07-17 09:08:10,2023-07-17 09:09:10
2044,6774,SELECT_BANK,,2023-07-17 09:11:10,2023-07-17 09:16:10,2023-07-17 09:17:10
2044,6775,LOGIN_ATTEMPT,Bank of America,2023-07-17 09:15:10,2023-07-17 09:20:10,2023-07-17 09:21:10
2044,6776,AUTHORIZATION,Bank of America,2023-07-17 09:17:10,2023-07-17 09:19:10,2023-07-17 09:20:10
2045,6777,INITIATED_LIGHTBOX,,2023-12-17 09:34:09,2023-12-17 09:36:09,2023-12-17 09:37:09
2045,6778,SELECT_BANK,,2023-12-17 09:38:09,2023-12-17 09:43:09,2023-12-17 09:44:09
2045,6779,LOGIN_ATTEMPT,Bank of America,2023-12-17 09:40:09,2023-12-17 09:41:09,2023-12-17 09:42:09
2045,6780,AUTHORIZATION,Bank of America,2023-12-17 09:44:09,2023-12-17 09:49:09,2023-12-17 09:50:09
2046,6781,INITIATED_LIGHTBOX,,2024-05-23 19:36:27,2024-05-23 19:41:27,2024-05-23 19:42:27
2047,6782,INITIATED_LIGHTBOX,,2024-04-26 11:45:41,2024-04-26 11:50:41,2024-04-26 11:51:41
2047,6783,SELECT_BANK,,2024-04-26 11:50:41,2024-04-26 11:53:41,2024-04-26 11:54:41
2047,6784,LOGIN_ATTEMPT,Bank of America,2024-04-26 11:55:41,2024-04-26 12:00:41,2024-04-26 12:01:41
2047,6785,AUTHORIZATION,Bank of America,2024-04-26 11:56:41,2024-04-26 11:57:41,2024-04-26 11:58:41
2048,6786,INITIATED_LIGHTBOX,,2024-08-20 04:21:17,2024-08-20 04:24:17,2024-08-20 04:25:17
2048,6787,SELECT_BANK,,2024-08-20 04:24:17,2024-08-20 04:26:17,2024-08-20 04:27:17
2049,6788,INITIATED_LIGHTBOX,,2024-03-27 10:59:56,2024-03-27 11:02:56,2024-03-27 11:03:56
2049,6789,SELECT_BANK,,2024-03-27 11:00:56,2024-03-27 11:03:56,2024-03-27 11:04:56
2049,6790,LOGIN_ATTEMPT,BNP Paribas,2024-03-27 11:04:56,2024-03-27 11:09:56,2024-03-27 11:10:56
2049,6791,AUTHORIZATION,BNP Paribas,2024-03-27 11:07:56,2024-03-27 11:08:56,2024-03-27 11:09:56
2050,6792,INITIATED_LIGHTBOX,,2024-02-04 04:04:51,2024-02-04 04:07:51,2024-02-04 04:08:51
2050,6793,SELECT_BANK,,2024-02-04 04:05:51,2024-02-04 04:07:51,2024-02-04 04:08:51
2050,6794,LOGIN_ATTEMPT,Barclays,2024-02-04 04:08:51,2024-02-04 04:13:51,2024-02-04 04:14:51
2050,6795,AUTHORIZATION,Barclays,2024-02-04 04:11:51,2024-02-04 04:13:51,2024-02-04 04:14:51
2051,6796,INITIATED_LIGHTBOX,,2023-11-16 19:41:18,2023-11-16 19:42:18,2023-11-16 19:43:18
2051,6797,SELECT_BANK,,2023-11-16 19:43:18,2023-11-16 19:47:18,2023-11-16 19:48:18
2051,6798,LOGIN_ATTEMPT,Barclays,2023-11-16 19:48:18,2023-11-16 19:53:18,2023-11-16 19:54:18
2051,6799,AUTHORIZATION,Barclays,2023-11-16 19:52:18,2023-11-16 19:53:18,2023-11-16 19:54:18
2052,6800,INITIATED_LIGHTBOX,,2023-09-14 12:40:13,2023-09-14 12:43:13,2023-09-14 12:44:13
2052,6801,SELECT_BANK,,2023-09-14 12:43:13,2023-09-14 12:47:13,2023-09-14 12:48:13
2052,6802,LOGIN_ATTEMPT,HSBC,2023-09-14 12:47:13,2023-09-14 12:50:13,2023-09-14 12:51:13
2052,6803,AUTHORIZATION,HSBC,2023-09-14 12:51:13,2023-09-14 12:52:13,2023-09-14 12:53:13
2053,6804,INITIATED_LIGHTBOX,,2023-07-20 03:57:24,2023-07-20 04:01:24,2023-07-20 04:02:24
2053,6805,SELECT_BANK,,2023-07-20 03:58:24,2023-07-20 04:03:24,2023-07-20 04:04:24
2053,6806,LOGIN_ATTEMPT,Bank of America,2023-07-20 04:03:24,2023-07-20 04:07:24,2023-07-20 04:08:24
2053,6807,AUTHORIZATION,Bank of America,2023-07-20 04:08:24,2023-07-20 04:09:24,2023-07-20 04:10:24
2054,6808,INITIATED_LIGHTBOX,,2024-04-14 09:54:25,2024-04-14 09:57:25,2024-04-14 09:58:25
2054,6809,SELECT_BANK,,2024-04-14 09:59:25,2024-04-14 10:02:25,2024-04-14 10:03:25
2054,6810,LOGIN_ATTEMPT,Barclays,2024-04-14 10:02:25,2024-04-14 10:03:25,2024-04-14 10:04:25
2056,6811,INITIATED_LIGHTBOX,,2023-08-30 11:01:50,2023-08-30 11:05:50,2023-08-30 11:06:50
2056,6812,SELECT_BANK,,2023-08-30 11:05:50,2023-08-30 11:06:50,2023-08-30 11:07:50
2056,6813,LOGIN_ATTEMPT,HSBC,2023-08-30 11:07:50,2023-08-30 11:10:50,2023-08-30 11:11:50
2056,6814,AUTHORIZATION,HSBC,2023-08-30 11:09:50,2023-08-30 11:11:50,2023-08-30 11:12:50
2058,6815,INITIATED_LIGHTBOX,,2024-01-16 02:55:51,2024-01-16 02:57:51,2024-01-16 02:58:51
2059,6816,INITIATED_LIGHTBOX,,2023-12-12 01:30:32,2023-12-12 01:34:32,2023-12-12 01:35:32
2059,6817,SELECT_BANK,,2023-12-12 01:35:32,2023-12-12 01:39:32,2023-12-12 01:40:32
2060,6818,INITIATED_LIGHTBOX,,2023-09-14 04:33:42,2023-09-14 04:36:42,2023-09-14 04:37:42
2060,6819,SELECT_BANK,,2023-09-14 04:38:42,2023-09-14 04:40:42,2023-09-14 04:41:42
2060,6820,LOGIN_ATTEMPT,Deutsche Bank,2023-09-14 04:42:42,2023-09-14 04:44:42,2023-09-14 04:45:42
2060,6821,AUTHORIZATION,Deutsche Bank,2023-09-14 04:46:42,2023-09-14 04:47:42,2023-09-14 04:48:42
2061,6822,INITIATED_LIGHTBOX,,2024-11-23 22:42:05,2024-11-23 22:43:05,2024-11-23 22:44:05
2061,6823,SELECT_BANK,,2024-11-23 22:46:05,2024-11-23 22:47:05,2024-11-23 22:48:05
2061,6824,LOGIN_ATTEMPT,BNP Paribas,2024-11-23 22:51:05,2024-11-23 22:53:05,2024-11-23 22:54:05
2061,6825,AUTHORIZATION,BNP Paribas,2024-11-23 22:52:05,2024-11-23 22:55:05,2024-11-23 22:56:05
2062,6826,INITIATED_LIGHTBOX,,2024-03-08 03:02:16,2024-03-08 03:03:16,2024-03-08 03:04:16
2062,6827,SELECT_BANK,,2024-03-08 03:05:16,2024-03-08 03:07:16,2024-03-08 03:08:16
2062,6828,LOGIN_ATTEMPT,Barclays,2024-03-08 03:06:16,2024-03-08 03:08:16,2024-03-08 03:09:16
2062,6829,AUTHORIZATION,Barclays,2024-03-08 03:07:16,2024-03-08 03:11:16,2024-03-08 03:12:16
2063,6830,INITIATED_LIGHTBOX,,2023-09-21 19:15:15,2023-09-21 19:20:15,2023-09-21 19:21:15
2063,6831,SELECT_BANK,,2023-09-21 19:16:15,2023-09-21 19:17:15,2023-09-21 19:18:15
2063,6832,LOGIN_ATTEMPT,Bank of America,2023-09-21 19:20:15,2023-09-21 19:23:15,2023-09-21 19:24:15
2063,6833,AUTHORIZATION,Bank of America,2023-09-21 19:23:15,2023-09-21 19:24:15,2023-09-21 19:25:15
2064,6834,INITIATED_LIGHTBOX,,2024-02-28 11:12:54,2024-02-28 11:16:54,2024-02-28 11:17:54
2064,6835,SELECT_BANK,,2024-02-28 11:15:54,2024-02-28 11:19:54,2024-02-28 11:20:54
2064,6836,LOGIN_ATTEMPT,BNP Paribas,2024-02-28 11:16:54,2024-02-28 11:18:54,2024-02-28 11:19:54
2064,6837,AUTHORIZATION,BNP Paribas,2024-02-28 11:17:54,2024-02-28 11:19:54,2024-02-28 11:20:54
2065,6838,INITIATED_LIGHTBOX,,2024-07-17 11:39:17,2024-07-17 11:44:17,2024-07-17 11:45:17
2065,6839,SELECT_BANK,,2024-07-17 11:41:17,2024-07-17 11:42:17,2024-07-17 11:43:17
2065,6840,LOGIN_ATTEMPT,Deutsche Bank,2024-07-17 11:42:17,2024-07-17 11:45:17,2024-07-17 11:46:17
2065,6841,AUTHORIZATION,Deutsche Bank,2024-07-17 11:47:17,2024-07-17 11:50:17,2024-07-17 11:51:17
2066,6842,INITIATED_LIGHTBOX,,2023-11-09 10:15:35,2023-11-09 10:16:35,2023-11-09 10:17:35
2066,6843,SELECT_BANK,,2023-11-09 10:18:35,2023-11-09 10:21:35,2023-11-09 10:22:35
2066,6844,LOGIN_ATTEMPT,BNP Paribas,2023-11-09 10:22:35,2023-11-09 10:25:35,2023-11-09 10:26:35
2066,6845,AUTHORIZATION,BNP Paribas,2023-11-09 10:27:35,2023-11-09 10:28:35,2023-11-09 10:29:35
2067,6846,INITIATED_LIGHTBOX,,2023-11-25 02:14:37,2023-11-25 02:19:37,2023-11-25 02:20:37
2067,6847,SELECT_BANK,,2023-11-25 02:17:37,2023-11-25 02:20:37,2023-11-25 02:21:37
2067,6848,LOGIN_ATTEMPT,Deutsche Bank,2023-11-25 02:20:37,2023-11-25 02:24:37,2023-11-25 02:25:37
2068,6849,INITIATED_LIGHTBOX,,2024-04-14 05:42:39,2024-04-14 05:46:39,2024-04-14 05:47:39
2068,6850,SELECT_BANK,,2024-04-14 05:44:39,2024-04-14 05:46:39,2024-04-14 05:47:39
2068,6851,LOGIN_ATTEMPT,HSBC,2024-04-14 05:49:39,2024-04-14 05:50:39,2024-04-14 05:51:39
2068,6852,AUTHORIZATION,HSBC,2024-04-14 05:51:39,2024-04-14 05:54:39,2024-04-14 05:55:39
2069,6853,INITIATED_LIGHTBOX,,2023-07-31 23:48:46,2023-07-31 23:52:46,2023-07-31 23:53:46
2069,6854,SELECT_BANK,,2023-07-31 23:51:46,2023-07-31 23:52:46,2023-07-31 23:53:46
2069,6855,LOGIN_ATTEMPT,Deutsche Bank,2023-07-31 23:55:46,2023-08-01 00:00:46,2023-08-01 00:01:46
2069,6856,AUTHORIZATION,Deutsche Bank,2023-07-31 23:57:46,2023-08-01 00:00:46,2023-08-01 00:01:46
2070,6857,INITIATED_LIGHTBOX,,2023-03-16 23:22:45,2023-03-16 23:24:45,2023-03-16 23:25:45
2070,6858,SELECT_BANK,,2023-03-16 23:27:45,2023-03-16 23:31:45,2023-03-16 23:32:45
2070,6859,LOGIN_ATTEMPT,Barclays,2023-03-16 23:30:45,2023-03-16 23:31:45,2023-03-16 23:32:45
2070,6860,AUTHORIZATION,Barclays,2023-03-16 23:31:45,2023-03-16 23:33:45,2023-03-16 23:34:45
2071,6861,INITIATED_LIGHTBOX,,2024-08-11 21:42:14,2024-08-11 21:46:14,2024-08-11 21:47:14
2071,6862,SELECT_BANK,,2024-08-11 21:45:14,2024-08-11 21:47:14,2024-08-11 21:48:14
